movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,label
52,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
58,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
60,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
72,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
78,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
80,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
82,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
86,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
87,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
93,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
96,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
101,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
106,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
110,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
111,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
112,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
146,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
149,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
150,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
151,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
152,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
153,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
156,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
159,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
160,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
164,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2
165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
166,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
169,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
170,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
171,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
178,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
181,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
183,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
184,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
185,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
186,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2
189,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
198,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
199,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
203,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
208,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
212,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
230,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
231,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
239,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
241,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
243,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
247,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
252,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
253,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
258,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
259,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
261,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
262,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
265,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
267,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
272,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
273,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
277,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
278,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
281,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
285,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
287,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
289,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
290,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
292,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
293,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
294,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
296,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
302,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
304,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
314,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
317,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
318,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
319,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
320,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
322,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
327,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
329,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
330,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2
339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
342,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
344,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
347,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
350,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
351,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
352,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2
354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
355,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
357,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
358,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
359,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
360,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
362,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
364,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
366,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
367,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
368,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
