Unnamed: 0,timestamp,value,label,value_diff1
83,2015-07-31 17:08:00,308,0,82
84,2015-07-31 17:18:00,349,0,41
85,2015-07-31 17:41:00,230,0,-119
86,2015-07-31 17:48:00,224,0,-6
87,2015-07-31 18:01:00,261,0,37
88,2015-07-31 23:50:00,182,0,-79
89,2015-08-01 19:09:00,162,0,-20
90,2015-08-01 19:59:00,162,0,0
91,2015-08-01 20:18:00,192,0,30
92,2015-08-01 22:33:00,190,0,-2
93,2015-08-01 22:45:00,201,0,11
94,2015-08-01 23:43:00,301,0,100
95,2015-08-02 05:55:00,114,0,-187
96,2015-08-02 06:15:00,122,0,8
97,2015-08-02 06:35:00,111,0,-11
98,2015-08-02 09:44:00,157,0,46
99,2015-08-02 10:05:00,92,0,-65
100,2015-08-02 14:46:00,147,0,55
101,2015-08-02 15:26:00,154,0,7
102,2015-08-02 16:26:00,144,0,-10
103,2015-08-02 17:05:00,214,0,70
104,2015-08-02 18:46:00,147,0,-67
105,2015-08-02 19:16:00,189,0,42
106,2015-08-02 19:24:00,186,0,-3
107,2015-08-02 19:56:00,141,0,-45
108,2015-08-02 20:56:00,186,0,45
109,2015-08-02 22:46:00,228,0,42
110,2015-08-02 23:06:00,268,0,40
111,2015-08-02 23:16:00,285,0,17
112,2015-08-02 23:26:00,320,0,35
113,2015-08-02 23:45:00,436,0,116
114,2015-08-02 23:56:00,353,0,-83
115,2015-08-03 00:04:00,431,0,78
116,2015-08-03 07:36:00,188,0,-243
117,2015-08-03 07:46:00,203,0,15
118,2015-08-03 07:55:00,202,0,-1
119,2015-08-03 08:05:00,240,0,38
120,2015-08-03 08:16:00,293,0,53
121,2015-08-03 08:26:00,324,0,31
122,2015-08-03 08:36:00,386,0,62
123,2015-08-03 08:46:00,414,0,28
124,2015-08-03 08:53:00,374,0,-40
125,2015-08-03 09:06:00,317,0,-57
126,2015-08-03 10:46:00,291,0,-26
127,2015-08-03 10:56:00,316,0,25
128,2015-08-03 11:15:00,317,0,1
129,2015-08-03 11:46:00,237,0,-80
130,2015-08-03 11:56:00,216,0,-21
131,2015-08-03 13:06:00,166,0,-50
132,2015-08-03 14:06:00,168,0,2
133,2015-08-03 14:16:00,142,0,-26
134,2015-08-03 15:56:00,72,0,-70
135,2015-08-03 16:27:00,390,0,318
136,2015-08-03 16:37:00,315,0,-75
137,2015-08-03 16:57:00,334,0,19
138,2015-08-03 17:16:00,210,0,-124
139,2015-08-03 18:37:00,148,0,-62
140,2015-08-04 03:27:00,915,0,767
141,2015-08-04 03:37:00,922,0,7
142,2015-08-04 03:47:00,912,0,-10
143,2015-08-04 03:51:00,980,0,68
144,2015-08-04 07:55:00,190,0,-790
145,2015-08-04 08:07:00,208,0,18
146,2015-08-04 08:15:00,188,0,-20
147,2015-08-04 08:25:00,212,0,24
148,2015-08-04 08:34:00,297,0,85
149,2015-08-04 08:47:00,322,0,25
150,2015-08-04 08:57:00,359,0,37
151,2015-08-04 09:07:00,360,0,1
152,2015-08-04 09:27:00,307,0,-53
153,2015-08-04 09:46:00,204,0,-103
154,2015-08-04 10:07:00,258,0,54
155,2015-08-04 10:17:00,239,0,-19
156,2015-08-04 10:27:00,219,0,-20
157,2015-08-04 11:07:00,788,0,569
158,2015-08-04 11:17:00,1147,0,359
159,2015-08-04 11:33:00,1328,0,181
160,2015-08-04 11:43:00,330,0,-998
161,2015-08-04 11:53:00,249,0,-81
162,2015-08-04 12:13:00,521,0,272
163,2015-08-04 12:22:00,549,0,28
164,2015-08-04 12:33:00,631,0,82
165,2015-08-04 15:23:00,141,0,-490
166,2015-08-04 16:02:00,146,0,5
167,2015-08-04 16:13:00,153,0,7
168,2015-08-04 16:23:00,171,0,18
169,2015-08-04 16:33:00,363,0,192
170,2015-08-04 16:43:00,147,0,-216
171,2015-08-04 16:53:00,191,0,44
172,2015-08-04 17:03:00,188,0,-3
173,2015-08-04 17:12:00,195,0,7
174,2015-08-04 17:23:00,178,0,-17
175,2015-08-04 17:33:00,352,0,174
176,2015-08-04 17:43:00,146,0,-206
177,2015-08-04 17:53:00,456,0,310
178,2015-08-04 18:03:00,146,0,-310
179,2015-08-04 18:10:00,267,0,121
180,2015-08-04 18:23:00,145,0,-122
181,2015-08-04 18:30:00,139,0,-6
182,2015-08-04 18:36:00,144,0,5
183,2015-08-04 18:50:00,183,0,39
184,2015-08-04 19:00:00,162,0,-21
185,2015-08-04 19:08:00,168,0,6
186,2015-08-04 19:20:00,864,0,696
187,2015-08-04 19:29:00,799,0,-65
188,2015-08-04 19:39:00,821,0,22
189,2015-08-04 19:47:00,730,0,-91
190,2015-08-04 20:00:00,606,0,-124
191,2015-08-04 20:10:00,1012,0,406
192,2015-08-04 20:20:00,760,0,-252
193,2015-08-04 20:30:00,987,0,227
194,2015-08-04 20:39:00,719,0,-268
195,2015-08-04 20:48:00,2155,0,1436
196,2015-08-04 20:59:00,515,0,-1640
197,2015-08-04 21:20:00,518,0,3
198,2015-08-04 21:30:00,789,0,271
199,2015-08-04 21:40:00,989,0,200
200,2015-08-04 21:50:00,1072,0,83
201,2015-08-04 21:59:00,1011,0,-61
202,2015-08-04 22:10:00,1070,0,59
203,2015-08-04 22:13:00,2432,0,1362
204,2015-08-04 22:30:00,1587,0,-845
205,2015-08-04 22:40:00,1402,0,-185
206,2015-08-04 22:50:00,1208,0,-194
207,2015-08-04 23:00:00,1425,0,217
208,2015-08-04 23:10:00,1288,0,-137
209,2015-08-04 23:20:00,1081,0,-207
210,2015-08-04 23:48:00,383,0,-698
211,2015-08-05 00:18:00,1022,0,639
212,2015-08-05 00:30:00,2439,0,1417
213,2015-08-05 00:40:00,1908,0,-531
214,2015-08-05 00:50:00,749,0,-1159
215,2015-08-05 07:30:00,183,0,-566
216,2015-08-05 07:50:00,155,0,-28
217,2015-08-05 07:59:00,161,0,6
218,2015-08-05 08:10:00,171,0,10
219,2015-08-05 08:19:00,203,0,32
220,2015-08-05 08:30:00,291,0,88
221,2015-08-05 08:40:00,381,0,90
222,2015-08-05 09:00:00,410,0,29
223,2015-08-05 09:10:00,273,0,-137
224,2015-08-05 09:48:00,266,0,-7
225,2015-08-05 10:08:00,207,0,-59
226,2015-08-05 10:20:00,301,0,94
227,2015-08-05 10:30:00,405,0,104
228,2015-08-05 12:26:00,154,0,-251
229,2015-08-05 12:56:00,164,0,10
230,2015-08-05 13:46:00,139,0,-25
231,2015-08-05 13:55:00,153,0,14
232,2015-08-05 14:56:00,154,0,1
233,2015-08-05 16:56:00,164,0,10
234,2015-08-05 17:26:00,152,0,-12
235,2015-08-05 17:34:00,181,0,29
236,2015-08-05 18:14:00,149,0,-32
237,2015-08-05 21:27:00,138,0,-11
238,2015-08-05 22:39:00,135,0,-3
239,2015-08-05 23:27:00,150,0,15
240,2015-08-06 04:38:00,107,0,-43
241,2015-08-06 04:48:00,117,0,10
242,2015-08-06 05:08:00,111,0,-6
243,2015-08-06 06:08:00,104,0,-7
244,2015-08-06 06:38:00,146,0,42
245,2015-08-06 06:58:00,130,0,-16
246,2015-08-06 07:48:00,134,0,4
247,2015-08-06 07:54:00,136,0,2
248,2015-08-06 08:07:00,201,0,65
249,2015-08-06 08:17:00,246,0,45
250,2015-08-06 08:26:00,240,0,-6
251,2015-08-06 08:38:00,301,0,61
252,2015-08-06 08:48:00,356,0,55
253,2015-08-06 08:58:00,308,0,-48
254,2015-08-06 09:08:00,347,0,39
255,2015-08-06 09:18:00,488,0,141
256,2015-08-06 09:28:00,466,0,-22
257,2015-08-06 09:38:00,378,0,-88
258,2015-08-06 09:48:00,323,0,-55
259,2015-08-06 09:58:00,218,0,-105
260,2015-08-06 10:07:00,205,0,-13
261,2015-08-06 10:18:00,208,0,3
262,2015-08-06 10:28:00,277,0,69
263,2015-08-06 10:36:00,318,0,41
264,2015-08-06 10:58:00,207,0,-111
265,2015-08-06 11:48:00,99,0,-108
266,2015-08-06 11:57:00,100,0,1
267,2015-08-06 12:07:00,110,0,10
268,2015-08-06 12:18:00,120,0,10
269,2015-08-06 12:28:00,125,0,5
270,2015-08-06 12:38:00,139,0,14
271,2015-08-06 12:48:00,180,0,41
272,2015-08-06 13:09:00,163,0,-17
273,2015-08-06 13:28:00,167,0,4
274,2015-08-06 13:58:00,199,0,32
275,2015-08-06 14:05:00,193,0,-6
276,2015-08-06 15:47:00,181,0,-12
277,2015-08-06 16:17:00,180,0,-1
278,2015-08-06 16:28:00,179,0,-1
279,2015-08-06 17:08:00,175,0,-4
280,2015-08-06 17:41:00,156,0,-19
281,2015-08-06 17:58:00,123,0,-33
282,2015-08-06 18:08:00,50,0,-73
283,2015-08-06 18:18:00,126,0,76
284,2015-08-06 19:08:00,142,0,16
285,2015-08-06 21:28:00,247,0,105
286,2015-08-06 21:37:00,200,0,-47
287,2015-08-07 06:09:00,5461,0,5261
288,2015-08-07 07:40:00,168,0,-5293
289,2015-08-07 08:19:00,194,0,26
290,2015-08-07 08:30:00,190,0,-4
291,2015-08-07 08:40:00,291,0,101
292,2015-08-07 08:50:00,211,0,-80
293,2015-08-07 08:59:00,197,0,-14
294,2015-08-07 09:30:00,255,0,58
295,2015-08-07 09:40:00,281,0,26
296,2015-08-07 09:48:00,270,0,-11
297,2015-08-07 10:10:00,500,0,230
298,2015-08-07 10:30:00,595,0,95
299,2015-08-07 10:40:00,736,0,141
300,2015-08-07 10:50:00,344,0,-392
301,2015-08-07 11:00:00,440,0,96
302,2015-08-07 11:10:00,550,0,110
303,2015-08-07 11:17:00,444,0,-106
304,2015-08-07 11:30:00,335,0,-109
305,2015-08-07 11:40:00,364,0,29
306,2015-08-07 11:59:00,390,0,26
307,2015-08-07 12:10:00,395,0,5
308,2015-08-07 12:48:00,305,0,-90
309,2015-08-07 12:59:00,359,0,54
310,2015-08-07 13:10:00,294,0,-65
311,2015-08-07 13:20:00,273,0,-21
312,2015-08-07 13:30:00,236,0,-37
313,2015-08-07 13:39:00,279,0,43
314,2015-08-07 13:50:00,312,0,33
315,2015-08-07 14:00:00,219,0,-93
316,2015-08-07 14:10:00,168,0,-51
317,2015-08-07 14:18:00,136,0,-32
318,2015-08-07 14:30:00,154,0,18
319,2015-08-07 14:40:00,168,0,14
320,2015-08-07 14:50:00,178,0,10
321,2015-08-07 15:00:00,181,0,3
322,2015-08-07 15:28:00,312,0,131
323,2015-08-07 15:38:00,332,0,20
324,2015-08-07 15:58:00,368,0,36
325,2015-08-07 16:06:00,302,0,-66
326,2015-08-07 16:17:00,309,0,7
327,2015-08-07 16:24:00,306,0,-3
328,2015-08-07 16:46:00,436,0,130
329,2015-08-07 16:57:00,651,0,215
330,2015-08-07 17:06:00,684,0,33
331,2015-08-07 17:16:00,822,0,138
332,2015-08-07 17:27:00,901,0,79
333,2015-08-07 17:38:00,643,0,-258
334,2015-08-07 17:57:00,339,0,-304
335,2015-08-07 18:07:00,372,0,33
336,2015-08-07 18:17:00,310,0,-62
337,2015-08-07 18:27:00,259,0,-51
338,2015-08-07 18:37:00,239,0,-20
339,2015-08-07 18:47:00,200,0,-39
340,2015-08-07 20:17:00,159,0,-41
341,2015-08-07 20:46:00,146,0,-13
342,2015-08-07 20:55:00,138,0,-8
343,2015-08-07 22:47:00,89,0,-49
344,2015-08-08 03:56:00,125,0,36
345,2015-08-08 04:47:00,59,0,-66
346,2015-08-08 04:57:00,61,0,2
347,2015-08-08 05:06:00,675,0,614
348,2015-08-08 05:17:00,699,0,24
349,2015-08-08 05:26:00,552,0,-147
350,2015-08-08 05:37:00,1170,0,618
351,2015-08-08 05:47:00,1687,0,517
352,2015-08-08 08:17:00,171,0,-1516
353,2015-08-08 08:37:00,296,0,125
354,2015-08-08 08:47:00,304,0,8
355,2015-08-08 08:57:00,340,0,36
356,2015-08-08 09:07:00,370,0,30
357,2015-08-08 09:16:00,417,0,47
358,2015-08-08 09:26:00,425,0,8
359,2015-08-08 09:37:00,424,0,-1
360,2015-08-08 09:47:00,342,0,-82
361,2015-08-08 09:57:00,291,0,-51
362,2015-08-08 10:07:00,387,0,96
363,2015-08-08 10:17:00,334,0,-53
364,2015-08-08 10:27:00,296,0,-38
365,2015-08-08 10:37:00,276,0,-20
366,2015-08-08 10:46:00,263,0,-13
367,2015-08-08 10:57:00,248,0,-15
368,2015-08-08 11:07:00,302,0,54
369,2015-08-08 11:17:00,235,0,-67
370,2015-08-08 11:27:00,253,0,18
371,2015-08-08 11:37:00,264,0,11
372,2015-08-08 11:47:00,133,0,-131
373,2015-08-08 12:07:00,108,0,-25
374,2015-08-08 12:17:00,114,0,6
375,2015-08-08 12:26:00,116,0,2
376,2015-08-08 12:47:00,100,0,-16
377,2015-08-08 12:57:00,102,0,2
378,2015-08-08 13:07:00,94,0,-8
379,2015-08-08 13:17:00,92,0,-2
380,2015-08-08 13:27:00,84,0,-8
381,2015-08-08 13:37:00,124,0,40
382,2015-08-08 14:47:00,122,0,-2
383,2015-08-08 14:56:00,124,0,2
384,2015-08-08 16:30:00,144,0,20
385,2015-08-08 17:02:00,127,0,-17
386,2015-08-08 17:11:00,143,0,16
387,2015-08-08 17:22:00,108,0,-35
388,2015-08-08 17:31:00,131,0,23
389,2015-08-08 18:22:00,133,0,2
390,2015-08-08 19:12:00,153,0,20
391,2015-08-08 20:02:00,111,0,-42
392,2015-08-08 20:12:00,114,0,3
393,2015-08-08 20:22:00,172,0,58
394,2015-08-08 22:01:00,143,0,-29
395,2015-08-08 22:21:00,105,0,-38
396,2015-08-08 22:32:00,110,0,5
397,2015-08-08 22:42:00,113,0,3
398,2015-08-08 22:51:00,130,0,17
399,2015-08-09 00:22:00,129,0,-1
400,2015-08-09 04:52:00,115,0,-14
401,2015-08-09 05:12:00,715,0,600
402,2015-08-09 05:22:00,1351,0,636
403,2015-08-09 05:32:00,1518,0,167
404,2015-08-09 05:42:00,1606,0,88
405,2015-08-09 05:50:00,1614,0,8
406,2015-08-09 09:32:00,208,0,-1406
407,2015-08-09 09:42:00,235,0,27
408,2015-08-09 09:52:00,209,0,-26
409,2015-08-09 10:02:00,217,0,8
410,2015-08-09 10:11:00,176,0,-41
411,2015-08-09 10:42:00,150,0,-26
412,2015-08-09 10:52:00,178,0,28
413,2015-08-09 10:59:00,183,0,5
414,2015-08-09 11:13:00,279,0,96
415,2015-08-09 11:22:00,304,0,25
416,2015-08-09 11:32:00,275,0,-29
417,2015-08-09 11:42:00,167,0,-108
418,2015-08-09 12:32:00,166,0,-1
419,2015-08-09 12:52:00,151,0,-15
420,2015-08-09 13:29:00,145,0,-6
421,2015-08-09 14:22:00,135,0,-10
422,2015-08-09 14:32:00,144,0,9
423,2015-08-09 14:42:00,127,0,-17
424,2015-08-09 14:52:00,135,0,8
425,2015-08-09 15:02:00,110,0,-25
426,2015-08-09 15:12:00,116,0,6
427,2015-08-09 15:32:00,140,0,24
428,2015-08-09 16:12:00,170,0,30
429,2015-08-09 16:32:00,144,0,-26
430,2015-08-09 16:42:00,128,0,-16
431,2015-08-09 16:45:00,132,0,4
432,2015-08-09 16:57:00,114,0,-18
433,2015-08-09 17:05:00,123,0,9
434,2015-08-09 17:17:00,122,0,-1
435,2015-08-09 17:27:00,111,0,-11
436,2015-08-09 17:36:00,111,0,0
437,2015-08-09 17:47:00,115,0,4
438,2015-08-09 17:57:00,103,1,-12
439,2015-08-09 18:06:00,111,1,8
440,2015-08-09 18:17:00,110,1,-1
441,2015-08-09 18:26:00,118,1,8
442,2015-08-09 18:37:00,128,1,10
443,2015-08-09 18:46:00,129,1,1
444,2015-08-09 19:17:00,179,1,50
445,2015-08-09 19:27:00,166,1,-13
446,2015-08-09 19:46:00,131,1,-35
447,2015-08-09 19:56:00,133,1,2
448,2015-08-09 20:06:00,136,1,3
449,2015-08-09 20:17:00,133,1,-3
450,2015-08-09 20:25:00,135,1,2
451,2015-08-09 20:37:00,128,1,-7
452,2015-08-09 20:47:00,124,1,-4
453,2015-08-09 21:07:00,146,1,22
454,2015-08-09 21:17:00,125,1,-21
455,2015-08-09 21:26:00,120,1,-5
456,2015-08-09 21:36:00,117,1,-3
457,2015-08-09 21:57:00,125,1,8
458,2015-08-09 22:07:00,131,1,6
459,2015-08-09 22:17:00,137,1,6
460,2015-08-09 22:27:00,125,1,-12
461,2015-08-09 22:36:00,90,1,-35
462,2015-08-09 22:47:00,91,1,1
463,2015-08-09 23:07:00,88,1,-3
464,2015-08-09 23:17:00,101,1,13
465,2015-08-09 23:23:00,102,1,1
466,2015-08-09 23:37:00,107,1,5
467,2015-08-09 23:57:00,84,1,-23
468,2015-08-10 00:07:00,80,1,-4
469,2015-08-10 00:17:00,84,1,4
470,2015-08-10 00:27:00,91,1,7
471,2015-08-10 00:36:00,106,1,15
472,2015-08-10 01:06:00,98,1,-8
473,2015-08-10 05:57:00,108,1,10
474,2015-08-10 07:16:00,182,1,74
475,2015-08-10 07:37:00,250,1,68
476,2015-08-10 07:57:00,249,1,-1
477,2015-08-10 08:17:00,206,1,-43
478,2015-08-10 08:27:00,192,1,-14
479,2015-08-10 08:37:00,278,1,86
480,2015-08-10 08:47:00,366,1,88
481,2015-08-10 08:57:00,336,1,-30
482,2015-08-10 09:07:00,211,1,-125
483,2015-08-10 09:17:00,151,1,-60
484,2015-08-10 09:27:00,149,1,-2
485,2015-08-10 09:37:00,165,1,16
486,2015-08-10 09:46:00,176,1,11
487,2015-08-10 09:57:00,203,1,27
488,2015-08-10 10:06:00,224,1,21
489,2015-08-10 10:17:00,207,1,-17
490,2015-08-10 10:27:00,243,1,36
491,2015-08-10 10:37:00,254,1,11
492,2015-08-10 10:57:00,229,1,-25
493,2015-08-10 11:07:00,282,1,53
494,2015-08-10 11:17:00,360,1,78
495,2015-08-10 11:25:00,368,1,8
496,2015-08-10 11:36:00,324,1,-44
497,2015-08-10 11:47:00,318,1,-6
498,2015-08-10 11:56:00,333,1,15
499,2015-08-10 12:17:00,395,1,62
500,2015-08-10 12:27:00,428,1,33
501,2015-08-10 12:37:00,362,1,-66
502,2015-08-10 12:47:00,394,1,32
503,2015-08-10 12:57:00,334,1,-60
504,2015-08-10 13:06:00,345,1,11
505,2015-08-10 13:36:00,391,1,46
506,2015-08-10 13:46:00,419,1,28
507,2015-08-10 13:57:00,567,1,148
508,2015-08-10 14:07:00,684,1,117
509,2015-08-10 14:17:00,470,1,-214
510,2015-08-10 14:27:00,359,1,-111
511,2015-08-10 15:47:00,87,1,-272
512,2015-08-10 15:55:00,79,1,-8
513,2015-08-10 16:07:00,184,1,105
514,2015-08-10 16:17:00,200,1,16
515,2015-08-10 16:56:00,165,1,-35
516,2015-08-10 20:32:00,137,1,-28
517,2015-08-10 22:52:00,138,1,1
518,2015-08-11 01:52:00,136,1,-2
519,2015-08-11 04:02:00,126,1,-10
520,2015-08-11 04:22:00,144,1,18
521,2015-08-11 05:12:00,113,1,-31
522,2015-08-11 05:32:00,120,1,7
523,2015-08-11 05:42:00,150,1,30
524,2015-08-11 06:52:00,148,1,-2
525,2015-08-11 07:12:00,174,1,26
526,2015-08-11 07:21:00,192,1,18
527,2015-08-11 07:32:00,222,1,30
528,2015-08-11 07:42:00,241,1,19
529,2015-08-11 07:52:00,265,1,24
530,2015-08-11 08:12:00,283,1,18
531,2015-08-11 08:22:00,342,1,59
532,2015-08-11 08:31:00,485,1,143
533,2015-08-11 08:42:00,472,1,-13
534,2015-08-11 08:52:00,545,1,73
535,2015-08-11 09:02:00,555,1,10
536,2015-08-11 09:12:00,421,1,-134
537,2015-08-11 09:22:00,308,1,-113
538,2015-08-11 10:01:00,144,1,-164
539,2015-08-11 10:22:00,153,1,9
540,2015-08-11 10:32:00,159,1,6
541,2015-08-11 10:41:00,140,1,-19
542,2015-08-11 10:52:00,135,1,-5
543,2015-08-11 11:12:00,123,1,-12
544,2015-08-11 11:22:00,136,1,13
545,2015-08-11 11:32:00,136,1,0
546,2015-08-11 12:07:00,3106,1,2970
547,2015-08-11 13:42:00,280,1,-2826
548,2015-08-11 13:52:00,186,1,-94
549,2015-08-11 14:12:00,176,1,-10
550,2015-08-11 14:22:00,281,1,105
551,2015-08-11 14:32:00,282,1,1
552,2015-08-11 14:41:00,508,1,226
553,2015-08-11 16:12:00,1789,1,1281
554,2015-08-11 16:52:00,1217,1,-572
555,2015-08-11 17:00:00,121,1,-1096
556,2015-08-11 17:12:00,123,1,2
557,2015-08-11 17:21:00,125,1,2
558,2015-08-11 17:30:00,128,1,3
559,2015-08-11 17:41:00,113,1,-15
560,2015-08-11 17:52:00,120,1,7
561,2015-08-11 18:02:00,374,1,254
562,2015-08-11 18:12:00,141,1,-233
563,2015-08-11 18:22:00,644,1,503
564,2015-08-11 18:28:00,703,1,59
565,2015-08-11 18:41:00,153,1,-550
566,2015-08-11 19:02:00,156,1,3
567,2015-08-11 19:12:00,491,1,335
568,2015-08-11 19:22:00,147,1,-344
569,2015-08-11 19:42:00,474,1,327
570,2015-08-11 19:52:00,824,1,350
571,2015-08-11 20:02:00,1346,1,522
572,2015-08-11 20:12:00,758,1,-588
573,2015-08-11 20:21:00,270,1,-488
574,2015-08-11 20:31:00,1277,1,1007
575,2015-08-11 20:42:00,1057,1,-220
576,2015-08-11 20:52:00,649,1,-408
577,2015-08-11 21:32:00,730,1,81
578,2015-08-11 21:41:00,1179,1,449
579,2015-08-11 21:51:00,1127,1,-52
580,2015-08-11 22:01:00,1052,1,-75
581,2015-08-11 22:09:00,1563,1,511
582,2015-08-11 22:22:00,1334,1,-229
583,2015-08-11 22:32:00,1561,1,227
584,2015-08-11 22:42:00,1795,1,234
585,2015-08-11 22:52:00,2192,1,397
586,2015-08-11 23:01:00,1139,1,-1053
587,2015-08-11 23:12:00,711,1,-428
588,2015-08-11 23:22:00,739,1,28
589,2015-08-12 00:10:00,834,1,95
590,2015-08-12 00:22:00,817,1,-17
591,2015-08-12 00:32:00,801,1,-16
592,2015-08-12 00:42:00,355,1,-446
593,2015-08-12 01:01:00,392,1,37
594,2015-08-12 01:21:00,161,1,-231
595,2015-08-12 01:42:00,2875,1,2714
596,2015-08-12 01:52:00,2988,1,113
597,2015-08-12 02:01:00,2818,1,-170
598,2015-08-12 02:12:00,1415,1,-1403
599,2015-08-12 02:22:00,2331,1,916
600,2015-08-12 02:32:00,909,1,-1422
601,2015-08-12 02:42:00,1218,1,309
602,2015-08-12 03:22:00,862,1,-356
603,2015-08-12 03:43:00,132,1,-730
604,2015-08-12 04:12:00,187,1,55
605,2015-08-12 04:22:00,211,1,24
606,2015-08-12 04:32:00,383,1,172
607,2015-08-12 04:42:00,154,1,-229
608,2015-08-12 05:02:00,176,1,22
609,2015-08-12 06:12:00,119,1,-57
610,2015-08-12 06:31:00,126,1,7
611,2015-08-12 07:12:00,143,1,17
612,2015-08-12 07:50:00,167,1,24
613,2015-08-12 08:02:00,150,1,-17
614,2015-08-12 08:10:00,145,1,-5
615,2015-08-12 08:22:00,193,1,48
616,2015-08-12 08:52:00,282,1,89
617,2015-08-12 09:02:00,226,1,-56
618,2015-08-12 09:11:00,204,1,-22
619,2015-08-12 09:42:00,174,1,-30
620,2015-08-12 10:02:00,195,1,21
621,2015-08-12 10:12:00,253,1,58
622,2015-08-12 10:31:00,328,1,75
623,2015-08-12 10:42:00,268,1,-60
624,2015-08-12 10:52:00,270,1,2
625,2015-08-12 11:02:00,358,1,88
626,2015-08-12 11:12:00,388,1,30
627,2015-08-12 11:22:00,360,1,-28
628,2015-08-12 11:32:00,413,1,53
629,2015-08-12 11:50:00,407,1,-6
630,2015-08-12 12:01:00,400,1,-7
631,2015-08-12 12:10:00,328,1,-72
632,2015-08-12 12:22:00,343,1,15
633,2015-08-12 12:32:00,354,1,11
634,2015-08-12 12:41:00,360,1,6
635,2015-08-12 12:52:00,337,1,-23
636,2015-08-12 13:02:00,344,1,7
637,2015-08-12 13:12:00,274,1,-70
638,2015-08-12 13:22:00,289,1,15
639,2015-08-12 13:32:00,204,1,-85
640,2015-08-12 13:41:00,222,1,18
641,2015-08-12 13:52:00,202,1,-20
642,2015-08-12 14:02:00,162,1,-40
643,2015-08-12 14:11:00,130,1,-32
644,2015-08-12 15:01:00,152,1,22
645,2015-08-12 15:12:00,157,1,5
